IDN5,NM5,IDN4,NM4,IDN3,NM3,IDN2,NM2,NUTS3,NUTS3_CODE,LAU1,LAU1_CODE,LAU2,LAU2_CODE,x,y,x_long,y_lat
802794,Beša,528137,Beša,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Beša,SK0427528137,-212929.273555573,-1263210.50078749,21.9472898432633,48.5269965567447
802808,Bešeňov,503070,Bešeňov,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Bešeňov,SK0234503070,-488472.942355284,-1299870.26640392,18.2712050616667,48.0450256941634
802816,Bešeňová,510301,Bešeňová,508,Ružomberok,5,Žilinský,Žilinský kraj,SK031,Ružomberok,SK0318,Bešeňová,SK0318510301,-393053.787496954,-1188229.84158397,19.4425672956869,49.1129559513691
802824,Betlanovce,526398,Betlanovce,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Betlanovce,SK042A526398,-327763.919089398,-1208810.52382559,20.351905798616,48.9660681501945
802841,Betliar,525545,Betliar,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Betliar,SK0428525545,-316753.347064044,-1236605.74493456,20.5233934745787,48.7221919873404
802867,Bežovce,522325,Bežovce,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Bežovce,SK0429522325,-198563.456119069,-1250370.42392826,22.1355657381163,48.647101572662
802875,Bidovce,521183,Bidovce,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Bidovce,SK0426521183,-249616.093612724,-1237536.84163588,21.4356287015478,48.7441783518813
802905,Biel,528145,Biel,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Biel,SK042B528145,-205443.738321651,-1277033.00470397,22.0553602361477,48.4052522278486
802913,Bielovce,502073,Bielovce,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Bielovce,SK0232502073,-452362.639245099,-1308537.45554589,18.763213793598,47.9941070679467
802921,Biely Kostol,580473,Biely Kostol,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Biely Kostol,SK0217580473,-540219.207575691,-1259313.06584416,17.528467665782,48.3661657783663
802930,Bijacovce,526401,Bijacovce,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Bijacovce,SK0414526401,-293671.305167286,-1202410.56707201,20.8123265223555,49.0405309976812
802948,Bílkove Humence,504211,Bílkove Humence,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Bílkove Humence,SK0215504211,-558908.474101188,-1232568.7103656,17.241681186052,48.5892000321901
802956,Bíňa,503088,Bíňa,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Bíňa,SK0234503088,-462389.970039962,-1315493.4808616,18.636832040049,47.924529794912
802972,Bíňovce,506788,Bíňovce,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Bíňovce,SK0217506788,-541298.404236509,-1244456.44424385,17.4947538706055,48.4982375276635
802981,Biskupice,542652,Bánovce nad Bebravou,301,Bánovce nad Bebravou,3,Trenčiansky,Trenčiansky kraj,SK022,Bánovce nad Bebravou,SK0221,Bánovce nad Bebravou,SK0221542652,-484056.381775226,-1226437.32919861,18.2455317714291,48.7064230305007
802999,Biskupice,557315,Biskupice,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Biskupice,SK0326557315,-371305.861485941,-1286565.76395208,19.8278065848103,48.2438788637513
803006,Biskupová,542695,Biskupová,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Biskupová,SK0236542695,-505715.685816693,-1251872.10496565,17.9833082002735,48.4614714619683
803014,Bitarová,547522,Bitarová,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Bitarová,SK031B547522,-448360.549187712,-1173502.63318243,18.671154090528,49.2075246618665
803022,Blahová,501484,Blahová,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Blahová,SK0211501484,-541281.442257879,-1289628.03885829,17.5530844377297,48.0938598654682
803031,Blatná na Ostrove,501492,Blatná na Ostrove,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Blatná na Ostrove,SK0211501492,-550685.218416317,-1299115.41680349,17.4397261455292,48.0008298034306
803057,Blatná Polianka,522333,Blatná Polianka,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Blatná Polianka,SK0429522333,-200664.968366843,-1245670.70216013,22.1047917498263,48.6886724240132
803065,Blatné,507822,Blatné,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Blatné,SK0108507822,-549822.228800719,-1268907.92702997,17.4120174275902,48.2719723754988
803073,Blatné Remety,522341,Blatné Remety,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Blatné Remety,SK0429522341,-201119.419226201,-1243414.33172869,22.0975292308609,48.7088060656371
803090,Blatné Revištia,522350,Blatné Revištia,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Blatné Revištia,SK0429522350,-202579.097962427,-1240475.56111501,22.0762713027085,48.7347477863218
803103,Blatnica,512079,Blatnica,506,Martin,5,Žilinský,Žilinský kraj,SK031,Martin,SK0316,Blatnica,SK0316512079,-427556.242914965,-1207128.28400436,18.9910400798222,48.9207213678416
803111,Blažice,521191,Blažice,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Blažice,SK0426521191,-251191.539893698,-1245557.9453164,21.4190835584783,48.6714841793921
803146,Blažovce,512087,Blažovce,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Blažovce,SK0319512087,-438067.908377785,-1204329.7026333,18.8450494415135,48.9385162055982
803162,Blesovce,542709,Blesovce,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Blesovce,SK0236542709,-500554.794896701,-1241810.93667788,18.0407553527865,48.5557295494363
803171,Blhovce,514543,Blhovce,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Blhovce,SK0329514543,-362967.206838874,-1284041.26854909,19.9376866215396,48.2713801027275
803197,Bobot,505854,Bobot,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Bobot,SK0229505854,-485988.835501892,-1211973.16831059,18.2023575361425,48.8345190676239
803201,Bobotská Lehota,505854,Bobot,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Bobot,SK0229505854,-486041.943100957,-1215463.6352123,18.2057510872747,48.8032050077483
803219,Bobrov,509582,Bobrov,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Bobrov,SK0317509582,-382263.354362604,-1151988.69973422,19.5558496692858,49.4447984722795
803227,Bobrovček,510319,Bobrovček,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Bobrovček,SK0315510319,-381360.05173187,-1185655.88963639,19.5999729616931,49.1433344602927
803235,Bobrovec,510327,Bobrovec,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Bobrovec,SK0315510327,-379023.863941764,-1183632.5445054,19.6300383538258,49.1629170153314
803243,Bobrovník,510335,Bobrovník,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Bobrovník,SK0315510335,-390465.502730763,-1187783.47760945,19.4775085214899,49.1185919082074
803286,Bodice,510262,Liptovský Mikuláš,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Liptovský Mikuláš,SK0315510262,-384454.293959477,-1195509.69872629,19.5669406793023,49.0530258991406
803294,Bodiná,557633,Bodiná,306,Považská Bystrica,3,Trenčiansky,Trenčiansky kraj,SK022,Považská Bystrica,SK0226,Bodiná,SK0226557633,-456887.293924619,-1183517.16623447,18.5657622321248,49.1115459460152
803308,Bodorová,512095,Bodorová,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Bodorová,SK0319512095,-437452.846315511,-1208179.85037781,18.8575192987003,48.9044289221021
803316,Kevice,512095,Bodorová,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Bodorová,SK0319512095,-437925.81285754,-1206957.09441229,18.8497842448629,48.9150598665866
803324,Bodovce,524204,Bodovce,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Bodovce,SK0418524204,-266579.49069192,-1193756.81888459,21.1768338733645,49.1304448102218
803332,Svätá Mária,528153,Svätá Mária,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Svätá Mária,SK042B528153,-221515.240237251,-1271329.88622087,21.8354227934618,48.4510639549741
803341,Bodružal,527149,Bodružal,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Bodružal,SK041C527149,-226702.949494119,-1170875.93780981,21.7100311736395,49.3518278801297
803359,Bodza,501042,Bodza,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Bodza,SK0231501042,-521597.580308521,-1318943.7191349,17.8520913433179,47.8478341170831
803367,Bodzianske Lúky,555819,Bodzianske Lúky,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Bodzianske Lúky,SK0231555819,-517389.531090159,-1314784.71896518,17.9030561526435,47.8885178723467
803375,Bogliarka,519073,Bogliarka,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Bogliarka,SK0411519073,-268550.367709496,-1178011.90401074,21.1394683971529,49.2710094192238
803383,Bohatá,501140,Hurbanovo,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Hurbanovo,SK0231501140,-494159.254033336,-1316312.30314077,18.2142718599411,47.8933032230381
803413,Bohdanovce,521205,Bohdanovce,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Bohdanovce,SK0426521205,-252440.687658958,-1247287.40361084,21.4031891853621,48.6554446539293
803421,Bohdanovce nad Trnavou,506796,Bohdanovce nad Trnavou,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Bohdanovce nad Trnavou,SK0217506796,-537947.990874715,-1251867.94032604,17.5494254107853,48.4347639570243
803430,Boheľov,501506,Boheľov,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Boheľov,SK0211501506,-532599.199772205,-1311527.53248545,17.6965186997084,47.9051316188657
803448,Bohunice,580937,Bohunice,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Bohunice,SK0232580937,-449492.799513244,-1269446.93580987,18.7600366963196,48.346620251626
803456,Bohunice,582301,Bohunice,302,Ilava,3,Trenčiansky,Trenčiansky kraj,SK022,Ilava,SK0222,Bohunice,SK0222582301,-485207.815215959,-1190802.59373647,18.1879363165668,49.0247986985325
803464,Bohúňovo,525553,Bohúňovo,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Bohúňovo,SK0428525553,-327374.821320297,-1259470.63308531,20.3972469521565,48.5114419760403
803472,Tiba,525553,Bohúňovo,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Bohúňovo,SK0428525553,-329271.005746359,-1259266.28909357,20.3714625047209,48.5122870138519
803481,Bojná,542717,Bojná,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Bojná,SK0236542717,-500694.58702952,-1236747.87139831,18.0327786164818,48.6009728855191
803499,Malé Dvorany,542717,Bojná,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Bojná,SK0236542717,-500563.530231027,-1239467.23585967,18.0378202996266,48.576717480791
803511,Bojnice,513903,Bojnice,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Bojnice,SK0227513903,-458907.284990237,-1218971.56590868,18.5778391661037,48.7922874136753
803537,Dubnica,513903,Bojnice,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Bojnice,SK0227513903,-458465.319279548,-1218134.2671795,18.5829050590988,48.8001167236284
803553,Bojničky,506800,Bojničky,203,Hlohovec,2,Trnavský,Trnavský kraj,SK021,Hlohovec,SK0213,Bojničky,SK0213506800,-519765.97372053,-1258635.09638644,17.8025127136169,48.3894499423781
803561,Boľ,528161,Boľ,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Boľ,SK042B528161,-213594.179744096,-1268691.32317164,21.9410927877209,48.4775134945744
803570,Boldog,503681,Boldog,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Boldog,SK0108503681,-548920.810106448,-1272934.36839623,17.4293479067238,48.2367156151436
803588,Boleráz,506818,Boleráz,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Boleráz,SK0217506818,-542015.19672337,-1247241.25528756,17.488713280176,48.472690109414
803596,Klčovany,506818,Boleráz,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Boleráz,SK0217506818,-540815.374929196,-1249527.5628201,17.5078246717474,48.4532564522764
803600,Bolešov,512885,Bolešov,302,Ilava,3,Trenčiansky,Trenčiansky kraj,SK022,Ilava,SK0222,Bolešov,SK0222512885,-489457.053041501,-1192605.01613418,18.132208512253,49.005322320771
803626,Boliarov,521213,Boliarov,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Boliarov,SK0426521213,-249594.033929367,-1230386.81918017,21.4316146710118,48.8084249043961
803642,Boľkovce,511251,Boľkovce,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Boľkovce,SK0326511251,-376927.183583042,-1275590.21812597,19.7424690418323,48.339048446984
803669,Borcová,512109,Borcová,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Borcová,SK0319512109,-437957.697477867,-1205762.3569559,18.8480770821356,48.9257490388364
803677,Borčany,556793,Borčany,301,Bánovce nad Bebravou,3,Trenčiansky,Trenčiansky kraj,SK022,Bánovce nad Bebravou,SK0221,Borčany,SK0221556793,-486315.15213879,-1231245.28437025,18.2205933172247,48.6615931949236
803685,Borčice,557391,Borčice,302,Ilava,3,Trenčiansky,Trenčiansky kraj,SK022,Ilava,SK0222,Borčice,SK0222557391,-489948.521328647,-1194479.53072531,18.1277593518599,48.9881428900077
803693,Borinka,507831,Borinka,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Borinka,SK0106507831,-571808.746848313,-1267819.45922449,17.1158560590181,48.2621703581458
803707,Vačková,507831,Borinka,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Borinka,SK0106507831,-583604.197987754,-1265942.33883638,16.9552287710976,48.2681619748079
803715,Bôrka,525561,Bôrka,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Bôrka,SK0428525561,-298410.88661408,-1246540.76694723,20.7795031901903,48.6419733971242
803723,Borov,520471,Medzilaborce,705,Medzilaborce,7,Prešovský,Prešovský kraj,SK041,Medzilaborce,SK0415,Medzilaborce,SK0415520471,-213727.244360155,-1176425.39373984,21.8914143432316,49.3065827313117
803740,Borová,506826,Borová,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Borová,SK0217506826,-546842.322058769,-1256380.02019975,17.4356714983553,48.386704999957
803758,Borovce,506834,Borovce,204,Piešťany,2,Trnavský,Trnavský kraj,SK021,Piešťany,SK0214,Borovce,SK0214506834,-523151.543894655,-1237294.85570613,17.7302697902245,48.5777437417879
803766,Borský Svätý Jur,504220,Borský Svätý Jur,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Borský Svätý Jur,SK0215504220,-571869.928906475,-1230448.33224453,17.0639640014481,48.5964798203093
803804,Borský Mikuláš,504238,Borský Mikuláš,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Borský Mikuláš,SK0215504238,-561181.801515905,-1229497.3937465,17.2068696578856,48.6146528333961
803821,Borský Peter,504238,Borský Mikuláš,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Borský Mikuláš,SK0215504238,-557844.553978742,-1228092.69355352,17.2500231271811,48.6302039547048
803847,Borša,528170,Borša,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Borša,SK042B528170,-231636.209174525,-1276980.60549118,21.7018225818235,48.3966445486221
803855,Bory,502090,Bory,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Bory,SK0232502090,-451557.215875006,-1286592.53224291,18.7506340397708,48.1914285970672
803863,Bošáca,505871,Bošáca,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Bošáca,SK0224505871,-512669.054457727,-1208600.19644366,17.8362173970693,48.8433868424334
803871,Haluzice,556424,Haluzice,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Haluzice,SK0224556424,-510724.844955948,-1209718.90136513,17.8639847410109,48.8349622965314
803901,Baštín,542733,Bošany,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Bošany,SK0225542733,-486131.265823108,-1242782.08056055,18.236568611264,48.5583656009734
803910,Malé Bošany,542733,Bošany,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Bošany,SK0225542733,-484077.852719727,-1239673.3753118,18.2606724453973,48.5878078974335
803936,Veľké Bošany,542733,Bošany,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Bošany,SK0225542733,-485342.637257527,-1241144.81235399,18.2453058096066,48.5736462314913
803944,Boťany,528188,Boťany,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Boťany,SK042B528188,-202029.599945416,-1271929.65138711,22.098989789638,48.4522252219876
803961,Bottovo,514551,Bottovo,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Bottovo,SK0329514551,-347265.082036028,-1279702.79439784,20.1452611721114,48.3191514220251
803987,Božčice,528676,Parchovany,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Parchovany,SK042B528676,-226599.503064982,-1237101.75888332,21.7481197859702,48.7568370940671
804002,Bracovce,522368,Bracovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Bracovce,SK0427522368,-221539.491904443,-1250136.88317344,21.823848630571,48.6415097350579
804011,Brádno,514829,Hnúšťa,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Hnúšťa,SK0329514829,-355400.291105199,-1251020.98143214,20.0114490634552,48.5720755066899
804029,Branč,500071,Branč,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Branč,SK0233500071,-495840.79533388,-1281170.53281712,18.1508896494318,48.2068474548444
804037,Veľká Ves,500071,Branč,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Branč,SK0233500071,-496557.922646638,-1279422.38233393,18.1392226842379,48.2219465743856
804045,Branovo,503096,Branovo,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Branovo,SK0234503096,-486094.174517863,-1302528.17539849,18.3060296470265,48.0230360858395
804096,Staré Mesto,528595,Bratislava-Staré Mesto,101,Bratislava I,1,Bratislavský,Bratislavský kraj,SK010,Bratislava I,SK0101,Bratislava-Staré Mesto,SK0101528595,-574273.355251115,-1279996.51714114,17.0993938574403,48.1509829411629
804274,Nivy,529320,Bratislava-Ružinov,102,Bratislava II,1,Bratislavský,Bratislavský kraj,SK010,Bratislava II,SK0102,Bratislava-Ružinov,SK0102529320,-571076.365912054,-1281398.19713305,17.1440328521601,48.1413366080065
804380,Vinohrady,529346,Bratislava-Nové Mesto,103,Bratislava III,1,Bratislavský,Bratislavský kraj,SK010,Bratislava III,SK0103,Bratislava-Nové Mesto,SK0103529346,-573938.784528612,-1275259.64070932,17.0974368250479,48.1936681770995
804690,Nové Mesto,529346,Bratislava-Nové Mesto,103,Bratislava III,1,Bratislavský,Bratislavský kraj,SK010,Bratislava III,SK0103,Bratislava-Nové Mesto,SK0103529346,-570631.435333018,-1277579.59824191,17.1448303027876,48.1759057474184
804959,Petržalka,529460,Bratislava-Petržalka,105,Bratislava V,1,Bratislavský,Bratislavský kraj,SK010,Bratislava V,SK0105,Bratislava-Petržalka,SK0105529460,-574144.207118876,-1283951.44104025,17.1064828266811,48.1157148308204
